image_name,x,y
0148.jpg,68.94,641.08
0149.jpg,118.82,637.53
0150.jpg,168.69,633.99
0151.jpg,218.56,630.45
0152.jpg,268.44,626.9
0153.jpg,318.31,623.36
0154.jpg,368.19,619.81
0155.jpg,418.06,616.27
0156.jpg,467.94,612.73
0157.jpg,517.81,609.18
0158.jpg,567.68,605.64
0159.jpg,617.56,602.1
0160.jpg,667.43,598.55
0161.jpg,717.31,595.01
0162.jpg,767.18,591.47
0163.jpg,817.06,587.92
0164.jpg,866.93,584.38
0165.jpg,916.8,580.83
0166.jpg,966.68,577.29
0167.jpg,1016.55,573.75
0168.jpg,1066.43,570.2
0169.jpg,1116.3,566.66
0170.jpg,1166.18,563.12
0171.jpg,1216.05,559.57
0172.jpg,1265.92,556.03
0173.jpg,1315.8,552.49
0174.jpg,1365.67,548.94
0175.jpg,1415.55,545.4
0176.jpg,1385.62,541.85
0177.jpg,1335.75,538.31
0178.jpg,1285.87,534.77
0179.jpg,1236.0,531.22
0180.jpg,1186.13,527.68
0181.jpg,1136.25,524.14
0182.jpg,1086.38,520.59
0183.jpg,1036.5,517.05
0184.jpg,986.63,513.51
0185.jpg,936.75,509.96
0186.jpg,886.88,506.42
0187.jpg,837.01,502.87
0188.jpg,787.13,499.33
0189.jpg,737.26,495.79
0190.jpg,687.38,492.24
0191.jpg,637.51,488.7
0192.jpg,587.63,485.16
0193.jpg,537.76,481.61
0194.jpg,487.89,478.07
0195.jpg,438.01,474.53
0196.jpg,388.14,470.98
0197.jpg,338.26,467.44
0198.jpg,288.39,463.89
0199.jpg,238.51,460.35
0200.jpg,188.64,456.81
0201.jpg,138.77,453.26
0202.jpg,88.89,449.72
0203.jpg,39.02,446.18
0204.jpg,9.09,442.63
0205.jpg,58.97,439.09
0206.jpg,108.84,435.55
0207.jpg,158.72,432.0
0208.jpg,208.59,428.46
0209.jpg,258.46,424.92
0210.jpg,308.34,421.37
0211.jpg,358.21,417.83
0212.jpg,408.09,414.28
0213.jpg,457.96,410.74
0214.jpg,507.84,407.2
0215.jpg,557.71,403.65
0216.jpg,607.58,400.11
0217.jpg,657.46,396.57
0218.jpg,707.33,393.02
0219.jpg,757.21,389.48
0220.jpg,807.08,385.94
0221.jpg,856.96,382.39
0222.jpg,906.83,378.85
0223.jpg,956.7,375.3
0224.jpg,1006.58,371.76
0225.jpg,1056.45,368.22
0226.jpg,1106.33,364.67
0227.jpg,1156.2,361.13
0228.jpg,1206.08,357.59
0229.jpg,1255.95,354.04
0230.jpg,1305.82,350.5
0231.jpg,1355.7,346.96
0232.jpg,1405.57,343.41
0233.jpg,1395.6,339.87
0234.jpg,1345.72,336.32
0235.jpg,1295.85,332.78
0236.jpg,1245.97,329.24
0237.jpg,1196.1,325.69
0238.jpg,1146.23,322.15
0239.jpg,1096.35,318.61
0240.jpg,1046.48,315.06
0241.jpg,996.6,311.52
0242.jpg,946.73,307.98
0243.jpg,896.85,304.43
0244.jpg,846.98,300.89
0245.jpg,797.11,297.34
0246.jpg,747.23,293.8
0247.jpg,697.36,290.26
0248.jpg,647.48,286.71
0249.jpg,597.61,283.17
0250.jpg,547.74,279.63
0251.jpg,497.86,276.08
0252.jpg,447.99,272.54
0253.jpg,398.11,269.0
0254.jpg,348.24,265.45
0255.jpg,298.36,261.91
0256.jpg,248.49,258.36
0257.jpg,198.62,254.82
0258.jpg,148.74,251.28
0259.jpg,98.87,247.73
0260.jpg,48.99,244.19
0261.jpg,-0.88,240.65
0262.jpg,48.99,237.1
0263.jpg,98.87,233.56
0264.jpg,148.74,230.02
0265.jpg,198.62,226.47
0266.jpg,248.49,222.93
0267.jpg,298.36,219.38
0268.jpg,348.24,215.84
0269.jpg,398.11,212.3
0270.jpg,447.99,208.75
0271.jpg,497.86,205.21
0272.jpg,547.74,201.67
0273.jpg,597.61,198.12
0274.jpg,647.48,194.58
0275.jpg,697.36,191.04
0276.jpg,747.23,187.49
0277.jpg,797.11,183.95
0278.jpg,846.98,180.4
0279.jpg,896.85,176.86
0280.jpg,946.73,173.32
0281.jpg,996.6,169.77
0282.jpg,1046.48,166.23
0283.jpg,1096.35,162.69
0284.jpg,1146.23,159.14
0285.jpg,1196.1,155.6
0286.jpg,1245.97,152.06
0287.jpg,1295.85,148.51
0288.jpg,1345.72,144.97
0289.jpg,1395.6,141.42
0290.jpg,1405.57,137.88
0291.jpg,1355.7,134.34
0292.jpg,1305.82,130.79
0293.jpg,1255.95,127.25
0294.jpg,1206.08,123.71
0295.jpg,1156.2,120.16
0296.jpg,1106.33,116.62
0297.jpg,1056.45,113.08
0298.jpg,1006.58,109.53
0299.jpg,956.7,105.99
0300.jpg,906.83,102.44
0301.jpg,856.96,98.9
0302.jpg,807.08,95.36
0303.jpg,757.21,91.81
0304.jpg,707.33,88.27
0305.jpg,657.46,84.73
0306.jpg,607.58,81.18
0307.jpg,557.71,77.64
0308.jpg,507.84,74.1
0309.jpg,457.96,70.55
0310.jpg,408.09,67.01
0311.jpg,358.21,63.46
0312.jpg,308.34,59.92
0313.jpg,258.46,56.38
0314.jpg,208.59,52.83
0315.jpg,158.72,49.29
0316.jpg,108.84,45.75
0317.jpg,58.97,42.2
0318.jpg,9.09,38.66
0319.jpg,39.02,35.12
0320.jpg,88.89,31.57
0321.jpg,138.77,28.03
0322.jpg,188.64,24.48
0323.jpg,238.51,20.94
0324.jpg,288.39,17.4
0325.jpg,338.26,13.85
0326.jpg,388.14,10.31
0327.jpg,438.01,8.18
0328.jpg,487.89,11.73
0329.jpg,537.76,15.27
0330.jpg,587.63,18.81
0331.jpg,637.51,22.36
0332.jpg,687.38,25.9
0333.jpg,737.26,29.45
0334.jpg,787.13,32.99
0335.jpg,837.01,36.53
0336.jpg,886.88,40.08
0337.jpg,936.75,43.62
0338.jpg,986.63,47.16
0339.jpg,1036.5,50.71
0340.jpg,1086.38,54.25
0341.jpg,1136.25,57.79
0342.jpg,1186.13,61.34
0343.jpg,1236.0,64.88
0344.jpg,1285.87,68.43
0345.jpg,1335.75,71.97
0346.jpg,1385.62,75.51
0347.jpg,1415.55,79.06
0348.jpg,1365.67,82.6
0349.jpg,1315.8,86.14
0350.jpg,1265.92,89.69
0351.jpg,1216.05,93.23
0352.jpg,1166.18,96.77
0353.jpg,1116.3,100.32
0354.jpg,1066.43,103.86
0355.jpg,1016.55,107.41
0356.jpg,966.68,110.95
0357.jpg,916.8,114.49
0358.jpg,866.93,118.04
0359.jpg,817.06,121.58
0360.jpg,767.18,125.12
0361.jpg,717.31,128.67
0362.jpg,667.43,132.21
0363.jpg,617.56,135.75
0364.jpg,567.68,139.3
0365.jpg,517.81,142.84
0366.jpg,467.94,146.39
0367.jpg,418.06,149.93
0368.jpg,368.19,153.47
0369.jpg,318.31,157.02
0370.jpg,268.44,160.56
0371.jpg,218.56,164.1
0372.jpg,168.69,167.65
0373.jpg,118.82,171.19
0374.jpg,68.94,174.73
0375.jpg,19.07,178.28
0376.jpg,29.04,181.82
0377.jpg,78.92,185.37
0378.jpg,128.79,188.91
0379.jpg,178.67,192.45
0380.jpg,228.54,196.0
0381.jpg,278.41,199.54
0382.jpg,328.29,203.08
0383.jpg,378.16,206.63
0384.jpg,428.04,210.17
0385.jpg,477.91,213.71
0386.jpg,527.79,217.26
0387.jpg,577.66,220.8
0388.jpg,627.53,224.35
0389.jpg,677.41,227.89
0390.jpg,727.28,231.43
0391.jpg,777.16,234.98
0392.jpg,827.03,238.52
0393.jpg,876.91,242.06
0394.jpg,926.78,245.61
0395.jpg,976.65,249.15
0396.jpg,1026.53,252.69
0397.jpg,1076.4,256.24
0398.jpg,1126.28,259.78
0399.jpg,1176.15,263.33
0400.jpg,1226.03,266.87
0401.jpg,1275.9,270.41
0402.jpg,1325.77,273.96
0403.jpg,1375.65,277.5
0404.jpg,1425.52,281.04
0405.jpg,1375.65,284.59
0406.jpg,1325.77,288.13
0407.jpg,1275.9,291.67
0408.jpg,1226.03,295.22
0409.jpg,1176.15,298.76
0410.jpg,1126.28,302.31
0411.jpg,1076.4,305.85
0412.jpg,1026.53,309.39
0413.jpg,976.65,312.94
0414.jpg,926.78,316.48
0415.jpg,876.91,320.02
0416.jpg,827.03,323.57
0417.jpg,777.16,327.11
0418.jpg,727.28,330.65
0419.jpg,677.41,334.2
0420.jpg,627.53,337.74
0421.jpg,577.66,341.29
0422.jpg,527.79,344.83
0423.jpg,477.91,348.37
0424.jpg,428.04,351.92
0425.jpg,378.16,355.46
0426.jpg,328.29,359.0
0427.jpg,278.41,362.55
0428.jpg,228.54,366.09
0429.jpg,178.67,369.63
0430.jpg,128.79,373.18
0431.jpg,78.92,376.72
0432.jpg,29.04,380.27
0433.jpg,19.07,383.81
0434.jpg,68.94,387.35
0435.jpg,118.82,390.9
0436.jpg,168.69,394.44
0437.jpg,218.56,397.98
0438.jpg,268.44,401.53
0439.jpg,318.31,405.07
0440.jpg,368.19,408.61
0441.jpg,418.06,412.16
0442.jpg,467.94,415.7
0443.jpg,517.81,419.25
0444.jpg,567.68,422.79
