gt_x,gt_y,pred_x,pred_y
0.5,0.9609375,0.5072728,0.48157904
0.5,0.9609375,0.50898886,0.48351935
0.5,0.9609375,0.5085733,0.48552385
0.5,0.9609375,0.50298077,0.49045873
0.082764745,0.5623814,0.5012914,0.48859015
0.082764745,0.5623814,0.50800645,0.4787
0.082764745,0.5623814,0.501946,0.4843487
0.082764745,0.5623814,0.50457007,0.4843551
0.11687106,0.35901007,0.5055665,0.48504573
0.11687106,0.35901007,0.50597197,0.48529312
0.11687106,0.35901007,0.49055064,0.47720644
0.11687106,0.35901007,0.50535715,0.48544
0.27604166,0.26953125,0.5007683,0.4909924
0.27604166,0.26953125,0.5054674,0.48367107
0.27604166,0.26953125,0.5036317,0.4871865
0.27604166,0.26953125,0.5031666,0.48636723
0.9479167,0.5,0.5029963,0.48705903
0.9479167,0.5,0.5031108,0.48809013
0.9479167,0.5,0.5039449,0.48776042
0.9479167,0.5,0.51001585,0.4854097
0.7239583,0.73046875,0.5065732,0.48490623
0.7239583,0.73046875,0.50377643,0.4838392
0.7239583,0.73046875,0.50408393,0.48481166
0.7239583,0.73046875,0.50265485,0.48678082
0.7239583,0.26953125,0.50650156,0.4847623
0.7239583,0.26953125,0.50483656,0.48732457
0.7239583,0.26953125,0.5010309,0.48510554
0.7239583,0.26953125,0.50125575,0.4859541
0.7239583,0.26953125,0.49942195,0.48496667
0.11363398,0.1627989,0.50669,0.48569167
0.11363398,0.1627989,0.5065246,0.48638904
0.11363398,0.1627989,0.5096738,0.4869899
0.11363398,0.1627989,0.5077631,0.4839594
0.44418633,0.73440146,0.50330895,0.48770484
0.44418633,0.73440146,0.50331527,0.4881108
0.44418633,0.73440146,0.4957362,0.4807098
0.44418633,0.73440146,0.50090015,0.48809952
0.052083332,0.9609375,0.5043031,0.4876634
0.052083332,0.9609375,0.5088009,0.48380712
0.052083332,0.9609375,0.505226,0.48474303
0.052083332,0.9609375,0.5033514,0.4876044
0.40028843,0.62435347,0.5073503,0.48517624
0.40028843,0.62435347,0.5060031,0.48395127
0.40028843,0.62435347,0.50300837,0.48585403
0.40028843,0.62435347,0.5026789,0.48911986
0.86368865,0.40294564,0.5015853,0.4900986
0.86368865,0.40294564,0.5104052,0.4814006
0.86368865,0.40294564,0.5007165,0.4876804
0.86368865,0.40294564,0.507935,0.48591807
0.052083332,0.0390625,0.5075837,0.48587278
0.052083332,0.0390625,0.50139344,0.48754838
0.052083332,0.0390625,0.50513357,0.487832
0.052083332,0.0390625,0.5029538,0.4710622
0.27604166,0.73046875,0.5033107,0.48467132
0.27604166,0.73046875,0.5069131,0.48332304
0.27604166,0.73046875,0.5057426,0.48684913
0.27604166,0.73046875,0.50581396,0.48335776
0.58721244,0.599091,0.50321084,0.4868042
0.58721244,0.599091,0.5077598,0.48853165
0.58721244,0.599091,0.5006049,0.49445784
0.58721244,0.599091,0.5009181,0.4934905
0.5,0.5,0.5026734,0.49016836
