gt_x,gt_y,pred_x,pred_y
0.2933185,0.2640059,0.48880157,0.5027481
0.2933185,0.2640059,0.4912218,0.5027555
0.2933185,0.2640059,0.4901709,0.50386906
0.46161214,0.424678,0.49823385,0.5033254
0.46161214,0.424678,0.4938397,0.5034135
0.46161214,0.424678,0.49937314,0.50584865
0.46161214,0.424678,0.49563327,0.50818163
0.4482033,0.31787434,0.4903971,0.49767554
0.4482033,0.31787434,0.490187,0.5023427
0.4482033,0.31787434,0.4926262,0.49824652
0.4482033,0.31787434,0.4954817,0.5015853
0.052083332,0.5,0.48901197,0.5033241
0.052083332,0.5,0.49361297,0.49802408
0.052083332,0.5,0.494336,0.50140053
0.052083332,0.5,0.49247754,0.50250804
0.27604166,0.26953125,0.4997255,0.50417954
0.27604166,0.26953125,0.4955822,0.49873316
0.27604166,0.26953125,0.49710247,0.5072382
0.27604166,0.26953125,0.4968964,0.5037486
0.58721244,0.599091,0.49124387,0.5018423
0.58721244,0.599091,0.50027865,0.5046167
0.58721244,0.599091,0.49266183,0.500559
0.58721244,0.599091,0.4914299,0.50075114
0.58721244,0.599091,0.48658112,0.50063664
0.18517402,0.10475714,0.4882869,0.4982547
0.18517402,0.10475714,0.4876933,0.50155365
0.18517402,0.10475714,0.49300897,0.5017389
0.18517402,0.10475714,0.49213693,0.50273466
0.18517402,0.10475714,0.4989202,0.5025891
0.27604166,0.73046875,0.49001923,0.4993157
0.27604166,0.73046875,0.49487427,0.50493115
0.27604166,0.73046875,0.49018633,0.4980403
0.27604166,0.73046875,0.48533154,0.49771127
0.9479167,0.9609375,0.4919037,0.5062649
0.9479167,0.9609375,0.49793026,0.50425065
0.9479167,0.9609375,0.4957168,0.49919698
0.9479167,0.9609375,0.5063822,0.50284487
0.052083332,0.9609375,0.5022849,0.50211006
0.052083332,0.9609375,0.5030951,0.5032535
0.052083332,0.9609375,0.49110928,0.5010991
0.052083332,0.9609375,0.49255866,0.503594
0.9479167,0.0390625,0.48952934,0.5022496
0.9479167,0.0390625,0.48467392,0.50079656
0.9479167,0.0390625,0.49124083,0.5020154
0.9479167,0.0390625,0.49040082,0.5007562
0.26600042,0.2416432,0.4851325,0.50317395
0.26600042,0.2416432,0.4906938,0.50609046
0.26600042,0.2416432,0.49614975,0.50974035
0.26600042,0.2416432,0.50183684,0.5052512
0.9479167,0.5,0.49606442,0.5064699
0.9479167,0.5,0.49536312,0.5050023
0.9479167,0.5,0.49390164,0.50605637
0.9479167,0.5,0.49653786,0.50421375
0.86368865,0.40294564,0.48976502,0.5014764
0.86368865,0.40294564,0.49349898,0.50898516
0.86368865,0.40294564,0.48705286,0.50547254
0.86368865,0.40294564,0.4955863,0.5051388
0.5,0.0390625,0.48688355,0.5059244
0.5,0.0390625,0.48771408,0.49661463
0.5,0.0390625,0.50240695,0.5038885
0.5,0.0390625,0.4941335,0.5056942
0.94392186,0.51954347,0.4985065,0.50702286
0.94392186,0.51954347,0.5028285,0.5074364
0.94392186,0.51954347,0.49370354,0.508886
0.94392186,0.51954347,0.4925819,0.5034926
0.052083332,0.5,0.49007055,0.50290704
0.052083332,0.5,0.48191395,0.5023893
0.052083332,0.5,0.4892112,0.5065844
0.052083332,0.5,0.48741823,0.5065174
0.4482033,0.31787434,0.4937407,0.5066381
0.4482033,0.31787434,0.49413815,0.5028796
0.4482033,0.31787434,0.48685506,0.50343513
0.4482033,0.31787434,0.48860824,0.50361484
0.5,0.9609375,0.48948604,0.5075042
0.5,0.9609375,0.49431968,0.509031
0.5,0.9609375,0.4832178,0.49955526
0.5,0.9609375,0.4876032,0.50462604
0.082764745,0.5623814,0.49230248,0.5056285
0.082764745,0.5623814,0.49428722,0.50765955
0.082764745,0.5623814,0.4947127,0.5066856
0.082764745,0.5623814,0.48928002,0.5062659
0.11687106,0.35901007,0.48253286,0.5045642
0.11687106,0.35901007,0.49050346,0.50632143
0.11687106,0.35901007,0.5011842,0.51187366
0.11687106,0.35901007,0.48777512,0.5117075
0.27604166,0.26953125,0.49512345,0.50837404
0.27604166,0.26953125,0.4884926,0.50684565
0.27604166,0.26953125,0.49133986,0.50520897
0.27604166,0.26953125,0.48744503,0.5048691
0.9479167,0.5,0.4950706,0.5101549
0.9479167,0.5,0.49181518,0.505084
0.9479167,0.5,0.48237965,0.5046963
0.9479167,0.5,0.4877353,0.5072857
0.7239583,0.73046875,0.486779,0.5038421
0.7239583,0.73046875,0.4919641,0.50673926
0.7239583,0.73046875,0.49260384,0.5069058
0.7239583,0.73046875,0.4903186,0.50495136
0.7239583,0.26953125,0.4934822,0.4986325
0.7239583,0.26953125,0.48433474,0.5010924
0.7239583,0.26953125,0.4864678,0.50231576
0.7239583,0.26953125,0.49770507,0.50523275
0.7239583,0.26953125,0.49273336,0.5029258
0.11363398,0.1627989,0.492041,0.5084232
0.11363398,0.1627989,0.49206898,0.5100604
0.11363398,0.1627989,0.48967415,0.50772244
0.11363398,0.1627989,0.49507725,0.50770545
0.44418633,0.73440146,0.49011743,0.5061769
0.44418633,0.73440146,0.49401617,0.5056116
0.44418633,0.73440146,0.49467427,0.5038953
0.44418633,0.73440146,0.4922349,0.50429165
0.052083332,0.9609375,0.49166077,0.5002524
0.052083332,0.9609375,0.491452,0.50600994
0.052083332,0.9609375,0.49237537,0.5072011
0.052083332,0.9609375,0.49354056,0.50105625
0.40028843,0.62435347,0.49090213,0.5067057
0.40028843,0.62435347,0.48732093,0.50422657
0.40028843,0.62435347,0.48917314,0.5014641
0.40028843,0.62435347,0.49224207,0.50670713
0.86368865,0.40294564,0.49138463,0.506337
0.86368865,0.40294564,0.4837876,0.500963
0.86368865,0.40294564,0.49714813,0.50784683
0.86368865,0.40294564,0.48809093,0.5048977
0.052083332,0.0390625,0.4954138,0.50422794
0.052083332,0.0390625,0.49827677,0.5002843
0.052083332,0.0390625,0.49292874,0.5073164
0.052083332,0.0390625,0.49929634,0.5062093
0.27604166,0.73046875,0.4901357,0.49632552
0.27604166,0.73046875,0.49820244,0.5040375
0.27604166,0.73046875,0.4943539,0.5107294
0.27604166,0.73046875,0.49224782,0.50547177
0.58721244,0.599091,0.4915772,0.5052707
0.58721244,0.599091,0.48699594,0.50147253
0.58721244,0.599091,0.49339923,0.5035019
0.58721244,0.599091,0.48882827,0.5047838
0.5,0.5,0.49043477,0.5008644
