gt_x,gt_y,pred_x,pred_y
0.9609375,0.5,0.49098232,0.44746983
0.05615216,0.16968729,0.4857183,0.44903937
0.05615216,0.16968729,0.48665428,0.4428471
0.05615216,0.16968729,0.50184375,0.44739157
0.05615216,0.16968729,0.4740505,0.45071363
0.9609375,0.9479167,0.48345825,0.45170912
0.9609375,0.9479167,0.48925045,0.46071124
0.9609375,0.9479167,0.48310483,0.45416573
0.9609375,0.9479167,0.47944131,0.44835997
0.13856407,0.20120777,0.49045697,0.44362503
0.13856407,0.20120777,0.48447606,0.44619894
0.13856407,0.20120777,0.48314315,0.44753063
0.13856407,0.20120777,0.4928458,0.4505344
0.7241225,0.6288251,0.48311245,0.46157324
0.7241225,0.6288251,0.4844764,0.44383657
0.7241225,0.6288251,0.47647277,0.45074937
0.7241225,0.6288251,0.4834977,0.4639161
0.7241225,0.6288251,0.49206397,0.44581613
0.9609375,0.5,0.4895251,0.4425501
0.9609375,0.5,0.49416447,0.45943975
0.9609375,0.5,0.47775492,0.44245225
0.9609375,0.5,0.4720786,0.4624965
0.7241225,0.6288251,0.48423275,0.46760127
0.7241225,0.6288251,0.48847038,0.46383315
0.7241225,0.6288251,0.47993603,0.46571472
0.7241225,0.6288251,0.48260683,0.44836852
0.13856407,0.20120777,0.48843127,0.46017736
0.13856407,0.20120777,0.4895667,0.44428056
0.13856407,0.20120777,0.48244056,0.456892
0.13856407,0.20120777,0.49006528,0.45281735
0.05615216,0.16968729,0.4834608,0.4668643
0.05615216,0.16968729,0.48725984,0.45309657
0.05615216,0.16968729,0.477294,0.46982202
0.05615216,0.16968729,0.47790658,0.46969068
0.9609375,0.9479167,0.47866,0.4669482
0.9609375,0.9479167,0.50455296,0.4544527
0.9609375,0.9479167,0.4825865,0.4646619
0.9609375,0.9479167,0.4923672,0.46490544
0.05615216,0.16968729,0.47796255,0.46597388
0.05615216,0.16968729,0.47693762,0.45210347
0.05615216,0.16968729,0.49052218,0.45055914
0.05615216,0.16968729,0.47588325,0.45761767
0.9609375,0.9479167,0.48518276,0.4575401
0.9609375,0.9479167,0.49169707,0.44697544
0.9609375,0.9479167,0.4882082,0.465758
0.9609375,0.9479167,0.50331837,0.46728772
0.7241225,0.6288251,0.49230787,0.45426625
0.7241225,0.6288251,0.4898716,0.44844162
0.7241225,0.6288251,0.49589786,0.4519871
0.7241225,0.6288251,0.4827569,0.47363168
0.9609375,0.5,0.47147736,0.4548367
0.9609375,0.5,0.49334037,0.4770097
0.9609375,0.5,0.47490296,0.45505512
0.9609375,0.5,0.4757286,0.45208818
0.13856407,0.20120777,0.47093347,0.46056822
0.13856407,0.20120777,0.47214726,0.45541543
0.13856407,0.20120777,0.4865282,0.45359764
0.13856407,0.20120777,0.46825272,0.45067406
0.34131047,0.5751923,0.49491704,0.4847794
0.34131047,0.5751923,0.50698507,0.50260645
0.34131047,0.5751923,0.49378884,0.4908303
0.34131047,0.5751923,0.49683207,0.491777
0.34131047,0.5751923,0.49613008,0.48833615
0.34131047,0.5751923,0.49507698,0.48215845
0.34131047,0.5751923,0.50033677,0.48927796
0.34131047,0.5751923,0.50189435,0.48851854
0.34131047,0.5751923,0.50249404,0.49531195
0.34131047,0.5751923,0.5016606,0.49485618
