gt_x,gt_y,pred_x,pred_y
0.58721244,0.599091,0.47677624,0.50317204
0.58721244,0.599091,0.47554585,0.50242317
0.58721244,0.599091,0.47506964,0.50422686
0.18517402,0.10475714,0.47600555,0.50090957
0.18517402,0.10475714,0.47799814,0.4987784
0.18517402,0.10475714,0.47830835,0.49807808
0.18517402,0.10475714,0.47501838,0.5062997
0.18517402,0.10475714,0.47802764,0.50249034
0.27604166,0.73046875,0.47658527,0.5005391
0.27604166,0.73046875,0.4764193,0.5042531
0.27604166,0.73046875,0.47260302,0.50251794
0.27604166,0.73046875,0.47624618,0.5027048
0.9479167,0.9609375,0.47521138,0.5011942
0.9479167,0.9609375,0.47757056,0.49860594
0.9479167,0.9609375,0.47649062,0.49882805
0.9479167,0.9609375,0.47444504,0.50220495
0.052083332,0.9609375,0.4777977,0.5012048
0.052083332,0.9609375,0.4783412,0.4995762
0.052083332,0.9609375,0.47452846,0.50236154
0.052083332,0.9609375,0.4741102,0.50134
0.9479167,0.0390625,0.47779638,0.5021672
0.9479167,0.0390625,0.47711277,0.4982615
0.9479167,0.0390625,0.47433722,0.5007501
0.9479167,0.0390625,0.47771025,0.5027988
0.26600042,0.2416432,0.4769552,0.5059695
0.26600042,0.2416432,0.47656882,0.501845
0.26600042,0.2416432,0.47792998,0.5016528
0.26600042,0.2416432,0.47720733,0.50394523
0.9479167,0.5,0.4764798,0.5065166
0.9479167,0.5,0.479656,0.50404274
0.9479167,0.5,0.47799775,0.49862692
0.9479167,0.5,0.47802323,0.5034978
0.86368865,0.40294564,0.4771591,0.49911574
0.86368865,0.40294564,0.47269234,0.5074527
0.86368865,0.40294564,0.47688672,0.50187314
0.86368865,0.40294564,0.47596225,0.5064882
0.5,0.0390625,0.47512782,0.5085156
0.5,0.0390625,0.47481188,0.5029098
0.5,0.0390625,0.47214332,0.5043741
0.5,0.0390625,0.47781914,0.50684273
0.94392186,0.51954347,0.4765384,0.5010592
0.94392186,0.51954347,0.47427702,0.5019259
0.94392186,0.51954347,0.4772833,0.5051567
0.94392186,0.51954347,0.47929966,0.5045937
0.052083332,0.5,0.4774414,0.50323033
0.052083332,0.5,0.4768347,0.50590783
0.052083332,0.5,0.47536066,0.50517017
0.052083332,0.5,0.47270596,0.50338066
0.4482033,0.31787434,0.47589085,0.50152516
0.4482033,0.31787434,0.4779642,0.5016171
0.4482033,0.31787434,0.47327927,0.5047587
0.4482033,0.31787434,0.4773228,0.5032358
0.5,0.9609375,0.47431424,0.50154173
0.5,0.9609375,0.47394085,0.5044285
0.5,0.9609375,0.47590938,0.4999879
0.5,0.9609375,0.4749661,0.5051081
0.082764745,0.5623814,0.4770306,0.504498
0.082764745,0.5623814,0.47182858,0.5043551
0.082764745,0.5623814,0.47188148,0.5045285
0.082764745,0.5623814,0.47613016,0.5006428
0.11687106,0.35901007,0.47620824,0.50295043
0.11687106,0.35901007,0.47242272,0.50325
0.11687106,0.35901007,0.47601384,0.5050788
0.11687106,0.35901007,0.47482318,0.5040851
0.27604166,0.26953125,0.47826928,0.50501424
0.27604166,0.26953125,0.4776116,0.49947625
0.27604166,0.26953125,0.47530788,0.5045328
0.27604166,0.26953125,0.47812983,0.50111526
0.9479167,0.5,0.4763152,0.50213504
0.9479167,0.5,0.47417778,0.50241303
0.9479167,0.5,0.47486958,0.50369346
0.9479167,0.5,0.47558662,0.5031171
0.7239583,0.73046875,0.4768008,0.50456375
0.7239583,0.73046875,0.47609526,0.50390184
0.7239583,0.73046875,0.4770113,0.49901477
0.7239583,0.73046875,0.47585145,0.5055441
0.7239583,0.26953125,0.477574,0.50245094
0.7239583,0.26953125,0.47429377,0.50102764
0.7239583,0.26953125,0.47552434,0.5054434
0.7239583,0.26953125,0.4773253,0.50018406
0.7239583,0.26953125,0.47739,0.5049905
0.11363398,0.1627989,0.4776474,0.5052718
0.11363398,0.1627989,0.47685435,0.5031461
0.11363398,0.1627989,0.4779911,0.5014146
0.11363398,0.1627989,0.47855374,0.50355285
0.44418633,0.73440146,0.47899824,0.50335485
0.44418633,0.73440146,0.47740453,0.5016439
0.44418633,0.73440146,0.47523323,0.5074258
0.44418633,0.73440146,0.4768901,0.5049069
0.052083332,0.9609375,0.47770077,0.5056095
0.052083332,0.9609375,0.47508404,0.5046545
0.052083332,0.9609375,0.477934,0.5032316
0.052083332,0.9609375,0.47928643,0.50382257
0.40028843,0.62435347,0.47477126,0.5057262
0.40028843,0.62435347,0.47535366,0.5064499
0.40028843,0.62435347,0.47675428,0.505886
0.40028843,0.62435347,0.47847837,0.5045863
0.86368865,0.40294564,0.4783642,0.5042666
0.86368865,0.40294564,0.47506604,0.5031476
0.86368865,0.40294564,0.47920465,0.5020639
0.86368865,0.40294564,0.47770762,0.50174266
0.052083332,0.0390625,0.47724414,0.5000751
0.052083332,0.0390625,0.4769437,0.5042206
0.052083332,0.0390625,0.47810662,0.5030328
0.052083332,0.0390625,0.47038895,0.5035505
0.27604166,0.73046875,0.4763659,0.5036367
0.27604166,0.73046875,0.47515297,0.50294
0.27604166,0.73046875,0.478644,0.50209343
0.27604166,0.73046875,0.47580686,0.5040441
0.58721244,0.599091,0.4772953,0.5006287
0.58721244,0.599091,0.47669262,0.5041631
0.58721244,0.599091,0.475613,0.5054873
0.58721244,0.599091,0.4768997,0.5041663
0.5,0.5,0.4779912,0.5015098
